,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage
16,0.0027004,0.9724608,0.045425,0.0087399,0.0028219,64.64092331,0.0494052,0.0078562,0.003187,64.64092331,0.0015191,0.9771905,3.240048885
17,0.0016888,1.0050256,0.0395707,0.0059298,0.0036055,64.64092331,0.0472308,0.0120773,0.0021835,64.64092331,0.0017436,0.9268777,3.239462614
18,0.0023743,0.967346,0.0457433,0.0079797,0.0039431,64.60195961,0.0475821,0.0132685,0.0028061,64.60195961,0.003177,0.9723782,3.239267349
19,0.0027357,0.9935474,0.0433285,0.0087194,0.004367,64.44604301,0.0516158,0.0165404,0.002691,64.44604301,0.0056298,0.948971,3.238583565
20,0.0016129,0.9350286,0.0531232,0.0093225,0.0025143,64.87482224,0.0473528,0.0074298,0.0028132,64.87482224,0.0016594,0.9557773,3.239072084
21,0.0019161,0.9837319,0.0475764,0.0099502,0.0032333,64.56299248,0.0425866,0.0105774,0.0029591,64.56299248,0.0021882,0.9769071,3.238974333
22,0.0023644,0.9882541,0.0507012,0.0097963,0.00324,64.21219559,0.0476825,0.0078188,0.003146,64.21219559,0.0029425,0.9864699,3.239462614
23,0.0023641,0.9826157,0.0448068,0.0094364,0.0031797,64.29017792,0.049911,0.0099734,0.0027871,64.29017792,0.002273,0.9851406,3.238485813
24,0.0014704,0.9664944,0.0437932,0.0118271,0.0033983,64.52402534,0.0460324,0.0104634,0.0030858,64.52402534,0.0029812,0.945519,3.238193035
25,0.0023435,0.9651136,0.0403125,0.0090275,0.0033542,64.44604301,0.0486284,0.0093532,0.0028426,64.44604301,0.0029013,0.9855425,3.237997532
26,0.0019152,0.9999337,0.0404365,0.0080082,0.0032151,64.52402534,0.0553116,0.0115151,0.0026955,64.52402534,0.0028394,0.9498212,3.238095284
27,0.0035428,0.9883519,0.0440653,0.0107725,0.0031773,64.44604301,0.0534364,0.0108669,0.003141,64.44604301,0.0022658,0.9626093,3.238583565
28,0.0031733,0.9840714,0.0443298,0.0085097,0.003731,64.13426132,0.0522242,0.0114174,0.0029352,64.13426132,0.0043687,0.9639592,3.237704515
29,0.0020109,0.9958027,0.0439819,0.0096434,0.0033031,63.8613987,0.0479336,0.0116931,0.0026239,63.8613987,0.0015113,0.9779736,3.237606764
30,0.0036988,0.9450627,0.0516287,0.012682,0.0044066,64.09529419,0.0487769,0.0119064,0.0035495,64.09529419,0.0049738,0.9626969,3.237802267
31,0.0009662,0.9911079,0.043639,0.0070396,0.002422,64.25116272,0.0432414,0.0083452,0.0021136,64.25116272,0.0018385,0.9195665,3.237704515
32,0.0025401,1.01972,0.0466881,0.0102902,0.0032506,64.36811218,0.043863,0.0119912,0.003261,64.36811218,0.0021823,0.9965118,3.237509012
33,0.0022712,1.0027702,0.043598,0.0125029,0.0031542,63.97834473,0.043445,0.0101745,0.0031913,63.97834473,0.0022365,0.9486773,3.237411499
34,0.002915,0.9956129,0.0442539,0.0133631,0.0027411,64.67993851,0.0442067,0.0099079,0.0035989,64.67993851,0.001884,0.9512175,3.237216234
35,0.002079,0.9339527,0.0407756,0.0077256,0.002891,63.97834473,0.0476967,0.0108603,0.0027789,63.97834473,0.002312,0.9729449,3.237118483
36,0.0033284,0.9929893,0.0464495,0.0083645,0.0025868,63.7444973,0.0511087,0.0073214,0.0026916,63.7444973,0.0017985,1.0077027,3.237411499
37,0.0024189,0.9787724,0.0523213,0.0100736,0.0033582,64.21219559,0.0566416,0.0098668,0.0029252,64.21219559,0.0031529,0.9762734,3.236923218
38,0.0027353,0.9748255,0.0443536,0.0081778,0.0033434,63.90041046,0.0477393,0.0105781,0.003142,63.90041046,0.0017065,0.9469822,3.236434698
39,0.0027716,0.9635141,0.0413595,0.0073659,0.0031069,64.09529419,0.0402665,0.0101296,0.002431,64.09529419,0.0023168,0.9375534,3.236727715
40,0.0025168,0.9473411,0.0460114,0.00905,0.0029724,64.13426132,0.0423905,0.0099788,0.0030938,64.13426132,0.0028865,0.9996754,3.236532211
41,0.0024363,0.9725068,0.0416758,0.010342,0.0032876,64.40707932,0.050601,0.0088737,0.0028659,64.40707932,0.0029522,0.9310151,3.235946417
42,0.0017885,1.013207,0.0481971,0.00778,0.0027273,64.32914505,0.051716,0.0104716,0.0026452,64.32914505,0.0016249,1.0050853,3.236141682
43,0.0012686,0.9848711,0.0415189,0.0091969,0.0032079,64.25116272,0.0547796,0.0104765,0.0032937,64.25116272,0.002375,0.8987923,3.236239433
44,0.0029467,0.948555,0.0429645,0.0072532,0.0029317,63.97834473,0.0464017,0.0089115,0.0027676,63.97834473,0.0026202,0.9624084,3.235653162
45,0.0016406,1.0097607,0.0411877,0.0093223,0.0035761,64.25116272,0.0511659,0.0118542,0.0026184,64.25116272,0.004247,0.9569726,3.235457897
46,0.0025426,0.9614716,0.0426335,0.0109401,0.0032702,64.17322845,0.0529183,0.0113079,0.0030793,64.17322845,0.0030204,0.9592912,3.235848665
47,0.0020244,0.9894681,0.0450535,0.0081095,0.0033142,63.97834473,0.0477243,0.0115128,0.0028735,63.97834473,0.0027461,0.9669682,3.235457897
48,0.0032249,0.9494238,0.0444659,0.0079206,0.0031879,64.05627899,0.0484483,0.0087352,0.0029738,64.05627899,0.002674,0.9457096,3.23555541
49,0.0020982,0.9656026,0.0441948,0.0074433,0.0034561,64.01731186,0.0469723,0.010436,0.0029112,64.01731186,0.0018786,0.9632225,3.235262632
50,0.0015347,0.9735022,0.038554,0.0086652,0.003281,63.97834473,0.0473145,0.0126266,0.0031164,63.97834473,0.0023814,0.9377647,3.235360146
51,0.0026804,1.0092659,0.0424424,0.0110252,0.0034281,64.25116272,0.0493419,0.0102404,0.0029898,64.25116272,0.0040711,0.9290108,3.234871864
52,0.0018019,0.9412999,0.049341,0.0085088,0.0032325,64.05627899,0.0497916,0.011597,0.0027317,64.05627899,0.0017465,0.9481982,3.235360146
53,0.0027897,0.9512937,0.0423412,0.0108437,0.0029222,63.97834473,0.045983,0.0082119,0.0032742,63.97834473,0.0015059,0.9742279,3.234676361
54,0.0016697,0.982725,0.0469222,0.0092218,0.003573,63.97834473,0.0482083,0.0111191,0.0030238,63.97834473,0.0022422,0.9501715,3.234481096
55,0.0025461,0.9404829,0.048727,0.0104384,0.0031956,64.32914505,0.0451469,0.0100701,0.0030758,64.32914505,0.0019474,0.9097461,3.234578609
56,0.0026917,0.9961364,0.0445273,0.0093988,0.0033329,64.17322845,0.0455561,0.0108625,0.0028994,64.17322845,0.0031965,0.9598374,3.233992815
57,0.0016577,0.9665577,0.0446882,0.011083,0.0027321,64.25116272,0.0403281,0.0098077,0.0031806,64.25116272,0.002017,0.9313191,3.23369956
58,0.0019823,1.057739,0.037974,0.0087118,0.0037716,63.8613987,0.0535495,0.01124,0.0027701,63.8613987,0.0024516,0.9598683,3.233992815
59,0.0027013,0.9856823,0.0429124,0.0079736,0.0025302,64.01731186,0.0436115,0.0069178,0.0026385,64.01731186,0.0019655,0.9755211,3.233895063
60,0.0023547,0.9609596,0.0452186,0.0088552,0.003094,63.78346443,0.0530125,0.0084824,0.0030502,63.78346443,0.002888,0.9753872,3.23418808
61,0.0025849,0.9825985,0.0520799,0.0093603,0.0030668,63.93937759,0.0510282,0.0089565,0.0030998,63.93937759,0.0022962,0.9508568,3.23369956
62,0.0025161,0.9771614,0.0558735,0.0113508,0.0030304,63.97834473,0.0425767,0.00912,0.0032495,63.97834473,0.0032742,0.9307111,3.233504295
63,0.0029696,0.927365,0.045239,0.0105121,0.0030007,64.13426132,0.0501688,0.0090514,0.0033749,64.13426132,0.0025058,0.9845841,3.233406544
64,0.0018001,0.9964701,0.0396827,0.0091468,0.0025904,64.40707932,0.0501448,0.0084533,0.0031088,64.40707932,0.0013979,0.9464103,3.232722759
65,0.0016467,0.9459775,0.0451853,0.0099642,0.0030469,64.21219559,0.0383261,0.0091714,0.0031222,64.21219559,0.0019633,0.8966025,3.232722759
66,0.0018675,0.9609193,0.0499634,0.0074614,0.0029614,63.93937759,0.0456427,0.0092881,0.0025935,63.93937759,0.0026043,0.9677462,3.233601809
67,0.0027085,0.986787,0.0492729,0.0093005,0.0029935,64.01731186,0.0481667,0.0087422,0.0030096,64.01731186,0.0031207,0.9927712,3.232136726
68,0.001399,0.95913,0.0390113,0.0107599,0.0032398,63.97834473,0.0493903,0.0103358,0.0026325,63.97834473,0.0014618,0.9448904,3.232234478
69,0.0016929,0.9429281,0.0459953,0.0087078,0.0032975,64.17322845,0.048281,0.0097363,0.0030195,64.17322845,0.0023015,0.9714611,3.232136726
70,0.0019526,0.9763962,0.0408308,0.0085126,0.0030179,64.21219559,0.0398862,0.0098847,0.0027639,64.21219559,0.0026889,0.9311336,3.23184371
71,0.0017162,0.9945427,0.0409148,0.0093402,0.0037241,64.17322845,0.0447977,0.0099864,0.0025616,64.17322845,0.0039307,0.9550817,3.231745958
72,0.0032674,0.9599527,0.0433873,0.0103337,0.0029958,64.13426132,0.0476946,0.0083352,0.0035019,64.13426132,0.0033169,0.9756448,3.232136726
73,0.0016921,1.0352256,0.0486764,0.0080791,0.0039238,63.90041046,0.0447656,0.010652,0.0029058,63.90041046,0.0034707,0.9544428,3.232039213
74,0.0031504,1.0029601,0.0382149,0.0105826,0.0030937,64.09529419,0.055156,0.0113506,0.0028794,64.09529419,0.0032757,0.9679317,3.231745958
75,0.0025353,0.9527263,0.0431862,0.010014,0.0032364,64.17322845,0.0473899,0.0087839,0.0034634,64.17322845,0.0018376,0.971255,3.231159925
76,0.0016309,0.9723975,0.0405125,0.0071188,0.003256,63.8613987,0.0535501,0.0085126,0.0027597,63.8613987,0.0036946,0.9088857,3.230769157
77,0.0021154,0.9936049,0.0507278,0.0083932,0.003301,64.01731186,0.0509965,0.0103694,0.0033028,64.01731186,0.0023784,0.9731871,3.231257677
78,0.0017386,1.0323316,0.046061,0.0105712,0.0030542,64.40707932,0.0416948,0.0098332,0.0034588,64.40707932,0.0016732,0.9628103,3.231452942
79,0.0018042,0.941484,0.0450795,0.0099853,0.003294,64.05627899,0.0487261,0.0088808,0.0030056,64.05627899,0.0037305,0.9648351,3.230573893
80,0.0015015,1.014421,0.0412527,0.0092714,0.0030508,63.8613987,0.044252,0.0097861,0.0028182,63.8613987,0.0024678,0.9593633,3.230671406
81,0.0027685,0.9615694,0.0502004,0.0084673,0.0031767,63.93937759,0.0449579,0.0106384,0.0027635,63.93937759,0.0028267,1.0150603,3.230476141
82,0.0015153,1.002471,0.0454867,0.0086728,0.0031901,64.13426132,0.0405511,0.0116363,0.0027211,64.13426132,0.0038061,0.9631349,3.230280876
83,0.0024976,0.9387741,0.0470675,0.0077972,0.0030877,63.78346443,0.0442782,0.0085845,0.0028145,63.78346443,0.0020392,0.9692868,3.230866909
84,0.0024443,1.0085409,0.0429489,0.0087784,0.0031195,63.90041046,0.0471749,0.0093158,0.002966,63.90041046,0.0022653,0.9603526,3.230280876
85,0.0029312,0.9909813,0.0418452,0.0115468,0.0029493,64.21219559,0.0458483,0.0100096,0.0036012,64.21219559,0.0018722,0.9377234,3.230183125
86,0.0020902,0.9771557,0.049365,0.0099832,0.0029779,63.78346443,0.0432141,0.0091576,0.0027076,63.78346443,0.0023538,0.9558803,3.22949934
87,0.0031682,0.9275318,0.0412533,0.0104782,0.0033204,63.93937759,0.0457219,0.0091164,0.0033278,63.93937759,0.0025135,0.9641756,3.229792356
88,0.0023646,0.9792442,0.0534518,0.0084331,0.0034747,64.09529419,0.0477681,0.0112769,0.0027524,64.09529419,0.003725,0.9622435,3.229597092
89,0.0019719,1.006999,0.0401955,0.0080079,0.0029738,64.09529419,0.0511773,0.0115944,0.0030516,64.09529419,0.0031083,0.9550044,3.22949934
90,0.0020952,0.9955668,0.0373378,0.0090186,0.0033197,63.7444973,0.0483447,0.0090174,0.0025255,63.7444973,0.0028009,0.9587296,3.229206324
91,0.001811,0.9788759,0.0410179,0.0071689,0.0030837,63.82243156,0.0481331,0.0119118,0.0025746,63.82243156,0.0017571,0.9964294,3.228717804
92,0.000904,1.0115155,0.043706,0.007163,0.0027296,63.8613987,0.0470475,0.0096379,0.0022241,63.8613987,0.0017475,0.9558597,3.22910881
93,0.001689,1.0185117,0.0443793,0.0078525,0.0033397,64.25116272,0.041854,0.0103788,0.0024207,64.25116272,0.0035243,0.9812299,3.229011059
94,0.0026518,1.017758,0.0463508,0.0080414,0.0039033,64.17322845,0.0420763,0.012731,0.0029653,64.17322845,0.0054755,0.9617386,3.22949934
95,0.001525,0.9580311,0.0435669,0.008498,0.0031416,63.78346443,0.0542373,0.0101536,0.0024618,63.78346443,0.0032793,0.9816936,3.228913307
96,0.0019387,0.9362023,0.0446444,0.008985,0.0029152,63.62755127,0.0473917,0.0096832,0.0028472,63.62755127,0.0013126,0.9369145,3.228717804
97,0.0013212,0.980136,0.0394679,0.0076971,0.0030745,63.8613987,0.0418217,0.0084313,0.002481,63.8613987,0.0020948,0.9583071,3.228620291
98,0.0034495,0.9914416,0.0461081,0.0098981,0.0033692,63.8613987,0.0440024,0.0099077,0.0032286,63.8613987,0.002908,0.9631246,3.228913307
99,0.0028846,0.9939904,0.0406008,0.0105936,0.0030672,63.97834473,0.0529123,0.0115781,0.0030995,63.97834473,0.002245,0.9647269,3.228815556
100,0.0013412,0.9767817,0.0357702,0.0091464,0.0037054,64.13426132,0.0463644,0.0141262,0.0027759,64.13426132,0.0025186,0.9308296,3.228229523
101,0.0031876,0.9887719,0.0424547,0.0093282,0.0030844,63.82243156,0.054116,0.0124151,0.0029509,63.82243156,0.0023646,1.0070381,3.228620291
102,0.0016733,0.9666613,0.0444951,0.0102899,0.0029986,63.6665184,0.0460998,0.0110111,0.0029798,63.6665184,0.001917,0.9712447,3.228034258
103,0.0020224,0.9734331,0.0407472,0.0091862,0.0033344,63.82243156,0.0551636,0.0104788,0.0034358,63.82243156,0.0024026,0.9140947,3.227252722
104,0.0009957,0.9951641,0.0493045,0.0067878,0.0027195,64.17322845,0.0420264,0.0076129,0.0023222,64.17322845,0.0022569,0.8890131,3.227545738
105,0.0025379,0.9958027,0.0456527,0.0093145,0.0030048,64.13426132,0.0488558,0.0097851,0.0030225,64.13426132,0.0021911,0.923843,3.227057457
106,0.0043796,0.9784272,0.0459376,0.0109854,0.0031806,64.09529419,0.0409393,0.0080552,0.003701,64.09529419,0.0021313,0.9559988,3.227545738
107,0.0023134,0.9913495,0.0507749,0.0097195,0.0035343,63.43266754,0.0474264,0.0109736,0.0030394,63.43266754,0.0034859,0.9230495,3.227545738
108,0.0022019,0.9718049,0.0413295,0.0107858,0.0036491,64.29017792,0.0409945,0.0106951,0.0031997,64.29017792,0.0035098,0.9772214,3.227155209
109,0.0028363,0.9186887,0.0459792,0.0115058,0.0030387,64.25116272,0.0507624,0.0091945,0.0032333,64.25116272,0.0034394,0.9764073,3.226959705
110,0.0016538,0.9827941,0.0365126,0.0103863,0.0036201,64.17322845,0.0547485,0.0121179,0.0026586,64.17322845,0.0024384,0.9854549,3.227448225
111,0.0038573,0.9554017,0.0535585,0.0105721,0.0045206,63.8613987,0.044134,0.0139146,0.0032817,63.8613987,0.0025671,0.9347145,3.226764202
112,0.0022807,0.9721904,0.036949,0.0111786,0.0031418,63.90041046,0.044957,0.0104978,0.003352,63.90041046,0.0020707,0.942072,3.226861954
113,0.0016119,0.9385612,0.0476367,0.0087562,0.0035331,63.90041046,0.047629,0.0093531,0.0027087,63.90041046,0.003336,0.9531032,3.226373672
114,0.0022323,0.9726679,0.0381007,0.0063546,0.0031659,64.05627899,0.051713,0.0123928,0.0023676,64.05627899,0.0024921,0.9810084,3.226764202
115,0.002183,0.9940767,0.0405434,0.0067464,0.0027767,63.93937759,0.0424916,0.010717,0.0025193,63.93937759,0.0018192,0.9722185,3.226178408
116,0.0020936,0.9780647,0.0432205,0.0093741,0.0028614,64.05627899,0.043474,0.0083542,0.0028406,64.05627899,0.001898,0.9182115,3.225982904
117,0.0021258,1.0132588,0.043836,0.009313,0.0035112,63.90041046,0.0509577,0.0101558,0.0030544,63.90041046,0.0017546,0.9683645,3.226568937
118,0.0019803,1.0479984,0.0394428,0.0096178,0.0034114,63.82243156,0.0517132,0.0102957,0.0030603,63.82243156,0.0027255,0.9886596,3.226275921
119,0.0024548,0.955816,0.0396253,0.0147334,0.0029323,63.82243156,0.0423119,0.0083908,0.0035351,63.82243156,0.0030197,0.9615428,3.226080656
120,0.0016997,0.9870689,0.0391748,0.0089583,0.0028361,63.78346443,0.0469866,0.0100539,0.0026984,63.78346443,0.0012618,0.9860783,3.225885153
121,0.0015618,0.9189706,0.0376261,0.0087108,0.003123,63.97834473,0.0460705,0.008366,0.0028157,63.97834473,0.0020551,0.962769,3.225592136
122,0.0022161,0.9969937,0.0405013,0.0085635,0.0036933,63.82243156,0.0530166,0.0118875,0.0029829,63.82243156,0.0011548,0.9504549,3.225592136
123,0.0020664,1.0028105,0.043029,0.0095646,0.0035379,63.97834473,0.0457324,0.0120449,0.0028993,63.97834473,0.0034575,0.960095,3.22529912
124,0.0010045,0.9669202,0.0367634,0.0079538,0.0024399,64.13426132,0.0506463,0.0077502,0.0025816,64.13426132,0.001944,0.9839813,3.225103855
125,0.0020185,0.9676509,0.0415323,0.0092337,0.0036195,64.13426132,0.0499291,0.0117974,0.0033802,64.13426132,0.0035226,0.92932,3.225396872
126,0.0014943,1.0077067,0.0425358,0.0097667,0.0036055,64.05627899,0.0454955,0.0119905,0.0029189,64.05627899,0.0014869,0.9754799,3.22529912
127,0.0030805,0.9459602,0.0453205,0.0128435,0.0031624,63.93937759,0.0500707,0.0097075,0.0029868,63.93937759,0.0024538,0.92797,3.2248106
128,0.0026461,0.9487622,0.0414867,0.0086688,0.0030354,64.13426132,0.0497543,0.0098386,0.0028303,64.13426132,0.0024178,1.0061209,3.225103855
129,0.0014748,0.9822187,0.0428483,0.0085811,0.0035654,64.09529419,0.0551179,0.0107575,0.0027616,64.09529419,0.0033079,0.9715229,3.225103855
130,0.0026176,0.9380377,0.0415148,0.0098101,0.00352,63.7444973,0.0508633,0.0096775,0.0030315,63.7444973,0.0032159,0.9597601,3.224713087
131,0.0019724,1.0067343,0.0533492,0.0076021,0.0030883,64.01731186,0.0457829,0.0087165,0.0025645,64.01731186,0.0016701,0.9539224,3.224713087
132,0.0022692,0.9741696,0.0389017,0.0080322,0.003512,64.13426132,0.0449644,0.0115705,0.0029677,64.13426132,0.0027129,0.9407015,3.223833799
133,0.002307,0.9349998,0.0396018,0.0090474,0.0032449,64.44604301,0.0487001,0.0101591,0.0027537,64.44604301,0.0019432,0.9642168,3.223833799
134,0.0020436,0.9946693,0.0398431,0.0087669,0.0029021,64.32914505,0.0437107,0.0092721,0.0024519,64.32914505,0.001983,1.0294302,3.224224806
135,0.0017954,0.9391308,0.038668,0.0079744,0.0031977,64.09529419,0.0539011,0.0105226,0.0026063,64.09529419,0.0024205,0.9631555,3.224029303
136,0.0019961,0.9702572,0.0402957,0.0102483,0.0030574,63.90041046,0.0394513,0.0092885,0.0025433,63.90041046,0.0010384,0.9579413,3.224029303
137,0.0024259,0.9618054,0.0396436,0.00902,0.0027781,63.78346443,0.0426739,0.0083047,0.0028434,63.78346443,0.0020192,0.9571117,3.224127054
138,0.0018948,0.9508392,0.041187,0.0112576,0.0026969,64.01731186,0.0499933,0.0075099,0.0028768,64.01731186,0.0020144,1.0028647,3.223736286
139,0.0030004,0.9724896,0.0419831,0.0082544,0.0031176,64.25116272,0.044635,0.0098362,0.0026356,64.25116272,0.0028337,0.9835588,3.22344327
140,0.0025588,0.9787666,0.045655,0.008249,0.0030541,64.44604301,0.0514008,0.0089172,0.0029044,64.44604301,0.0016575,0.9882217,3.223833799
141,0.0013691,0.9593889,0.0518904,0.0090923,0.002693,63.97834473,0.0430901,0.008285,0.0025347,63.97834473,0.0021598,0.9883659,3.22344327
142,0.0011664,1.0288968,0.0445148,0.0085647,0.0035468,64.17322845,0.0452837,0.0101856,0.0027099,64.17322845,0.0027917,0.8884,3.223638535
143,0.0022993,0.9738877,0.0439669,0.0095957,0.0026763,63.90041046,0.0538053,0.0098929,0.0030343,63.90041046,0.002417,0.9365796,3.223248005
144,0.0015458,0.9882081,0.0391033,0.0088337,0.0028933,64.09529419,0.0427093,0.0097905,0.0025286,64.09529419,0.0019436,0.972033,3.222759485
145,0.0019635,1.0244033,0.0392812,0.0091509,0.0026517,64.17322845,0.0436362,0.0109305,0.0027082,64.17322845,0.0016701,0.9917304,3.222466469
146,0.0015128,0.9749348,0.0430899,0.0130089,0.003106,64.13426132,0.0468168,0.0094813,0.002781,64.13426132,0.004528,0.9596158,3.22295475
147,0.0030065,0.9968441,0.0440619,0.0077719,0.0029268,63.82243156,0.0459052,0.0118245,0.002921,63.82243156,0.0024546,0.9813227,3.223248005
148,0.0016485,0.9638536,0.0397473,0.0084994,0.0030452,63.97834473,0.0443246,0.0089289,0.0029357,63.97834473,0.002242,0.9532269,3.222466469
149,0.0035142,1.0329875,0.0457899,0.0110971,0.0029098,63.90041046,0.046485,0.0089355,0.0032009,63.90041046,0.0017354,0.9913182,3.222466469
150,0.0027334,1.004899,0.0417896,0.0078679,0.002776,64.13426132,0.0379949,0.0088997,0.0028187,64.13426132,0.0017264,0.9540255,3.22256422
151,0.0022797,0.9630654,0.0488602,0.0090002,0.0036957,64.09529419,0.0457887,0.0107593,0.0028346,64.09529419,0.0025038,0.9684006,3.222271204
152,0.0013708,0.9743249,0.048017,0.0095238,0.0024613,63.97834473,0.0545244,0.007162,0.0026411,63.97834473,0.0015405,0.9801891,3.221782684
153,0.0015307,0.9754238,0.0385028,0.0075399,0.0029104,63.93937759,0.0444602,0.0091443,0.0023816,63.93937759,0.0034251,0.9504446,3.221880198
154,0.0021719,0.950891,0.0428721,0.0076841,0.0033754,64.17322845,0.0470773,0.0100178,0.0026483,64.17322845,0.0027573,0.9212977,3.221977949
155,0.0015124,0.9510578,0.0430372,0.0080966,0.0029435,64.29017792,0.044618,0.0099826,0.0027732,64.29017792,0.0020109,0.9714971,3.222173452
156,0.0022743,0.9374336,0.0440622,0.0101004,0.0034385,63.7444973,0.0494938,0.0099145,0.0032416,63.7444973,0.003727,0.9958832,3.221880198
157,0.0026359,0.9547976,0.0497586,0.0083694,0.0031893,63.82243156,0.0509384,0.0092178,0.0027592,63.82243156,0.0041549,0.9500273,3.221782684
158,0.001759,0.9655911,0.0429884,0.0076461,0.0029399,64.05627899,0.0478842,0.0113169,0.0027262,64.05627899,0.0025658,0.9628978,3.221196651
159,0.0025178,0.9535491,0.0393519,0.008374,0.0035086,64.05627899,0.0517433,0.0109339,0.0029545,64.05627899,0.0025383,0.9377956,3.221782684
160,0.0016065,0.968744,0.0432253,0.0090222,0.003387,63.97834473,0.0435315,0.0100917,0.0028356,63.97834473,0.0027194,0.9334161,3.221196651
161,0.0018945,0.9757921,0.0481468,0.0088248,0.0026835,63.93937759,0.0399023,0.0076549,0.0027668,63.93937759,0.0022907,0.9696629,3.221001148
162,0.0021711,0.9785998,0.0415958,0.0082204,0.0031255,63.90041046,0.0411549,0.0086304,0.0028489,63.90041046,0.0021802,0.9597601,3.220805883
163,0.0021734,0.9456783,0.0423611,0.0102116,0.0031835,63.70553017,0.0580228,0.0117153,0.0027642,63.70553017,0.0023615,0.9533145,3.221001148
164,0.002763,1.0216071,0.0446191,0.0102224,0.0032123,63.51064987,0.0439614,0.0089093,0.0031667,63.51064987,0.0021589,0.9985418,3.221001148
